x,y,cluster
62.61415,29.82067,24
62.59798,29.74432,3
62.59798,29.74432,3
62.5979,29.74444,3
62.59821,29.7444,3
62.59809,29.74448,3
62.59809,29.74448,3
62.60294,29.7615,45
62.60303,29.76137,45
62.60286,29.76131,45
62.60286,29.76131,45
62.60286,29.76131,45
62.61049,29.74392,36
62.61276,29.74138,29
62.61349,29.74015,29
62.61417,29.73954,29
62.61504,29.74171,29
62.615,29.74162,29
62.61504,29.74218,29
62.59809,29.74448,3
63.16454,29.80779,32
63.16454,29.80779,32
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59844,29.74386,3
62.59766,29.74531,3
62.61474,29.74294,29
62.59774,29.7439,3
62.60372,29.7451,1
62.61481,29.74369,29
62.59888,29.75982,45
62.59773,29.74423,3
62.60355,29.74534,1
62.60372,29.74531,1
62.59784,29.74373,3
62.59798,29.74425,3
62.61464,29.74295,29
62.5985,29.74409,3
62.5986,29.74409,3
62.61838,29.76929,43
62.61841,29.70733,2
62.61836,29.70743,2
62.60331,29.73888,17
62.61839,29.70696,2
62.59803,29.74457,3
62.59808,29.74418,3
62.61478,29.74249,29
62.59845,29.74395,3
62.59708,29.74265,3
62.59791,29.74405,3
62.6025,29.76277,45
62.60259,29.76367,45
62.61493,29.74243,29
62.59819,29.74302,3
62.59846,29.74365,3
62.59845,29.74376,3
62.59821,29.7435,3
62.59794,29.74342,3
62.59794,29.74391,3
62.61498,29.74369,29
62.60192,29.76633,20
62.60037,29.76587,20
62.60223,29.76213,45
62.59801,29.74406,3
62.60372,29.74529,1
62.61459,29.74285,29
62.61841,29.70727,2
62.61811,29.70762,2
62.59914,29.74553,1
62.61483,29.74264,29
62.61101,29.75921,26
62.61487,29.74229,29
62.61828,29.70752,2
62.60338,29.76119,45
62.6034,29.76214,45
62.60336,29.7612,45
62.60338,29.74601,1
62.60368,29.74542,1
62.59656,29.77158,20
62.59668,29.77085,20
62.59794,29.74471,3
62.60262,29.76272,45
62.61425,29.8278,24
62.61503,29.74315,29
62.61417,29.82741,24
62.61514,29.74241,29
62.61425,29.82775,24
62.6149,29.74277,29
62.61542,29.82692,24
62.61437,29.82765,24
62.5982,29.7446,3
62.61473,29.82733,24
62.59809,29.74439,3
62.59795,29.74418,3
62.61556,29.82677,24
62.61511,29.74372,29
62.61468,29.82791,24
62.61439,29.82732,24
62.61498,29.74329,29
62.61469,29.7464,8
62.61435,29.74652,8
62.61172,29.77169,49
62.61203,29.77221,49
62.59861,29.7437,3
62.60539,29.74924,1
62.61494,29.74245,29
62.61426,29.8279,24
62.61404,29.82776,24
62.60293,29.76305,45
62.59852,29.74309,3
62.60281,29.75923,45
62.60262,29.76163,45
62.61496,29.74136,29
62.60184,29.75985,45
62.61414,29.82725,24
62.61418,29.82759,24
62.61525,29.74294,29
62.61482,29.75314,8
62.61498,29.75254,8
62.61409,29.82696,24
62.61476,29.74254,29
62.59852,29.74344,3
62.61486,29.7426,29
62.61194,29.7721,49
62.61181,29.7716,49
62.59973,29.7356,1
62.61505,29.74332,29
62.61233,29.75404,1
62.61415,29.75292,8
62.61504,29.74309,29
62.60332,29.76069,45
62.61481,29.74261,29
62.59884,29.74358,3
62.59845,29.74359,3
62.61509,29.74342,29
62.61512,29.74377,29
62.59815,29.74441,3
62.61492,29.74375,29
62.59801,29.74471,3
62.61627,29.77771,43
62.61641,29.7774,43
62.617,29.7777,43
62.6184,29.76977,43
62.61838,29.76973,43
62.61473,29.77004,43
62.60147,29.76206,45
62.60109,29.76386,45
62.60084,29.76614,20
62.61517,29.74343,29
62.61491,29.74369,29
62.61713,29.77896,43
62.61369,29.76956,43
62.59789,29.74371,3
62.59803,29.74455,3
62.6034,29.74615,1
62.60351,29.74657,1
62.61751,29.77816,43
62.61764,29.777,43
62.61758,29.777,43
62.61737,29.77811,43
62.61856,29.78089,43
62.6188,29.78036,43
62.61748,29.77774,43
62.61738,29.77797,43
62.61366,29.76962,43
62.61364,29.76952,43
62.59808,29.74436,3
62.61497,29.74292,29
62.60285,29.76291,45
62.60281,29.7626,45
62.59808,29.74517,3
62.59854,29.74313,3
62.59826,29.74336,3
62.5982,29.74376,3
62.59825,29.74371,3
62.61931,29.86911,60
62.60956,29.763,26
62.60944,29.76248,26
62.61461,29.74567,8
62.61492,29.7436,29
62.61466,29.74351,29
62.61519,29.74361,29
62.6025,29.76232,45
62.59823,29.74315,3
62.60344,29.7453,1
62.61447,29.73969,29
62.61491,29.7415,29
62.61529,29.74325,29
62.61529,29.74325,29
62.61484,29.74283,29
62.61467,29.74418,8
62.61485,29.74294,29
62.61494,29.74292,29
62.60284,29.76294,45
62.60285,29.76307,45
62.59838,29.74359,3
62.59827,29.74352,3
62.59836,29.74318,3
62.59836,29.74318,3
62.59867,29.74335,3
62.6035,29.74608,1
62.60366,29.7461,1
62.59844,29.74345,3
62.59788,29.74336,3
62.59794,29.74307,3
62.59815,29.74369,3
62.59794,29.7432,3
62.59814,29.74327,3
62.59814,29.74327,3
62.59864,29.74281,3
62.6153,29.74279,29
62.61497,29.74354,29
62.61478,29.74399,8
62.61453,29.74391,8
62.61491,29.74344,29
62.61506,29.74376,29
62.61513,29.74411,8
62.60604,29.75301,58
62.60298,29.7628,45
62.60217,29.76174,45
62.59841,29.74226,3
62.59814,29.74397,3
62.5984,29.74349,3
62.59852,29.7433,3
62.59814,29.74271,3
62.59874,29.7432,3
62.59874,29.7432,3
62.59849,29.74334,3
62.59851,29.74343,3
62.59841,29.74325,3
62.6034,29.7458,1
62.59836,29.74369,3
62.59849,29.74261,3
62.5986,29.74364,3
62.59828,29.74273,3
62.59942,29.74565,1
62.59834,29.74483,3
62.59801,29.74374,3
62.59802,29.74442,3
62.61745,29.77571,26
62.61677,29.77702,43
62.61852,29.77155,43
62.615,29.74306,29
62.61481,29.74263,29
62.61481,29.74265,29
62.61473,29.74414,8
62.61516,29.74337,29
62.61502,29.74404,8
62.61506,29.74427,8
62.61489,29.74384,8
62.61512,29.74415,8
62.61494,29.74311,29
62.61511,29.74244,29
62.61508,29.74319,29
62.61484,29.74377,29
62.61498,29.74344,29
62.61486,29.74346,29
62.61503,29.74302,29
62.61742,29.77697,43
62.61691,29.77717,43
62.5988,29.75917,46
62.59879,29.75938,45
62.60177,29.76197,45
62.60153,29.76165,45
62.59852,29.7436,3
62.59805,29.74435,3
62.60086,29.74157,3
62.60942,29.74584,36
62.61472,29.74273,29
62.61501,29.74352,29
62.61512,29.74369,29
62.59802,29.7445,3
62.59824,29.7436,3
62.59757,29.74388,3
62.59798,29.74353,3
62.59812,29.74339,3
62.59783,29.74381,3
62.5983,29.74357,3
62.59804,29.74357,3
62.60342,29.7469,1
62.60253,29.7482,1
62.59967,29.74598,1
62.59842,29.74456,3
62.61473,29.7432,29
62.61429,29.74454,8
62.61485,29.74366,29
62.61473,29.74383,8
62.61488,29.74368,29
62.61497,29.74366,29
62.61478,29.74389,8
62.61478,29.74389,8
62.61472,29.74354,29
62.6148,29.7438,8
62.61489,29.74307,29
62.61454,29.7441,8
62.615,29.74469,8
62.615,29.74457,8
62.61525,29.743,29
62.61525,29.743,29
62.61498,29.74367,29
62.61482,29.74552,8
62.61518,29.74353,29
62.61516,29.74353,29
62.61511,29.74311,29
62.61511,29.74311,29
62.61503,29.74373,29
62.61516,29.74377,29
62.61489,29.74376,29
62.61502,29.74377,29
62.59928,29.74309,3
62.59972,29.74147,3
62.61496,29.743,29
62.61086,29.75961,26
62.61102,29.75969,26
62.63245,29.61563,19
62.61699,29.55827,63
62.89829,27.6808,31
62.8922,27.67328,31
62.89267,27.66846,31
62.89601,27.66692,31
62.89396,27.67135,31
62.87905,27.68203,31
62.87905,27.68208,31
62.61456,29.74304,29
62.61474,29.74266,29
62.61466,29.74283,29
62.61465,29.74279,29
62.61465,29.74272,29
62.61459,29.74289,29
62.61466,29.74259,29
62.61439,29.743,29
62.61466,29.74268,29
62.61448,29.74215,29
62.59785,29.74427,3
62.61509,29.7427,29
62.59838,29.74272,3
62.6148,29.74259,29
62.59773,29.74332,3
62.61485,29.74236,29
62.5987,29.74403,3
62.6012,29.74376,1
62.60142,29.74302,3
62.60375,29.74659,1
62.60358,29.74641,1
62.59994,29.74676,1
62.6141,29.74207,29
62.61464,29.7429,29
62.61481,29.74288,29
62.61483,29.74299,29
62.61471,29.74283,29
62.61465,29.74285,29
62.5986,29.74484,3
62.59855,29.74466,3
62.59801,29.74381,3
62.59801,29.74381,3
62.59842,29.74441,3
62.59827,29.74462,3
62.59788,29.74351,3
62.59782,29.7434,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.62513,29.70983,2
62.31377,27.89789,7
62.22469,27.88756,37
62.6148,29.74329,29
62.6148,29.74329,29
62.6148,29.74329,29
62.6148,29.74329,29
62.59798,29.74433,3
62.59798,29.74433,3
62.6148,29.74329,29
62.6148,29.74329,29
62.59802,29.74427,3
62.598,29.74469,3
62.61463,29.74313,29
62.61463,29.74313,29
62.59769,29.74437,3
62.61203,29.74247,29
62.61463,29.74313,29
62.61463,29.74313,29
62.59809,29.74448,3
62.59809,29.74448,3
62.61486,29.742,29
62.60237,29.76246,45
62.59809,29.74448,3
62.59809,29.74448,3
62.60038,29.76367,45
62.59949,29.7616,45
62.60005,29.76042,45
62.59793,29.74441,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59792,29.74418,3
62.59763,29.74469,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.61302,29.74119,29
62.61009,29.7448,36
62.60219,29.74818,1
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.60089,29.75308,1
62.60095,29.74771,1
62.60302,29.76731,20
62.60302,29.76731,20
62.6016,29.76325,45
62.6016,29.76325,45
62.6004,29.76314,45
62.6004,29.76314,45
62.60302,29.76731,20
62.59913,29.76445,20
62.60302,29.76731,20
62.60302,29.76731,20
62.6004,29.76314,45
62.6004,29.76314,45
62.59735,29.77336,20
62.59735,29.77336,20
62.59817,29.74602,1
62.59817,29.74602,1
62.59817,29.74602,1
62.59817,29.74602,1
62.59817,29.74602,1
62.61171,29.73276,12
62.61498,29.74587,8
62.61498,29.74587,8
62.61499,29.74596,8
62.61839,29.73141,35
62.61499,29.74596,8
62.59809,29.74448,3
62.61849,29.7534,8
62.61823,29.76954,43
62.61855,29.77007,43
62.61691,29.77662,43
62.61929,29.76956,43
62.61612,29.75415,1
62.61492,29.74334,29
62.59809,29.74448,3
62.61482,29.74343,29
62.61482,29.74343,29
62.60732,29.74812,12
62.59805,29.74466,3
62.59809,29.74448,3
62.59809,29.74448,3
62.5958,29.75634,1
62.59932,29.75981,45
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.61497,29.74349,29
62.61497,29.74349,29
62.61497,29.74349,29
62.61497,29.74349,29
62.61497,29.74349,29
62.61497,29.74349,29
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.61477,29.74286,29
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.60323,29.75057,1
62.5991,29.74513,1
62.59809,29.74448,3
62.59809,29.74448,3
62.5977,29.74455,3
62.61324,29.74084,29
62.61487,29.74238,29
62.61481,29.74333,29
62.61488,29.74342,29
62.61492,29.74271,29
62.6138,29.7544,1
62.60764,29.77488,20
62.60773,29.77556,20
62.59809,29.74448,3
62.61196,29.76427,26
62.61696,29.72781,35
62.59809,29.74448,3
62.59809,29.74448,3
62.6181,29.70818,2
62.61814,29.70809,2
62.61845,29.7078,2
62.61588,29.73246,35
62.61552,29.7436,29
62.61479,29.74331,29
62.61496,29.74312,29
62.59809,29.74448,3
62.61477,29.74343,29
62.61478,29.74249,29
62.59809,29.74448,3
62.59809,29.74448,3
62.6148,29.74318,29
62.61482,29.74323,29
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.60284,29.74868,1
62.61508,29.74887,8
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59946,29.77707,20
62.61523,29.74866,8
62.59857,29.7436,3
62.59809,29.74448,3
62.59809,29.74447,3
62.59809,29.74447,3
62.59809,29.74447,3
62.59809,29.74447,3
62.59809,29.74447,3
62.59858,29.74492,3
62.59892,29.74534,1
62.59931,29.74398,3
62.59875,29.74511,3
62.61522,29.74865,8
62.0,29.0,7
62.0,29.0,7
62.59909,29.74493,1
62.59856,29.7436,3
62.59909,29.74493,1
62.59909,29.74493,1
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59831,29.74468,3
62.59839,29.7441,3
62.59886,29.74092,3
62.61509,29.74899,8
62.59854,29.74488,3
62.59846,29.74327,3
62.59835,29.74284,3
62.59741,29.77495,20
62.61505,29.74898,8
62.59927,29.74162,3
62.59855,29.74363,3
62.5985,29.74365,3
62.61533,29.74877,8
62.61842,29.77189,43
62.61585,29.77912,43
62.59852,29.74321,3
62.59846,29.74322,3
62.59858,29.74312,3
62.59847,29.74431,3
62.61511,29.74858,8
62.61504,29.74889,8
61.08022,28.3092,37
61.04736,28.19368,37
61.04664,28.19029,37
62.52402,29.04402,7
62.54528,29.12949,7
62.62243,29.29912,7
62.59826,29.74347,3
62.61519,29.74841,8
62.61471,29.75178,8
62.598,29.74312,3
62.61525,29.74877,8
62.61523,29.74933,8
62.61496,29.74884,8
62.6178,29.77471,43
62.6193,29.76964,43
62.6156,29.74847,8
62.61526,29.74895,8
62.60306,29.76277,45
62.60098,29.7621,45
62.60035,29.7606,45
62.60019,29.76056,45
62.61525,29.74859,8
62.59884,29.74345,3
62.61502,29.74862,8
62.60257,29.74842,1
62.59842,29.74282,3
62.61519,29.74872,8
62.60282,29.76523,20
62.6026,29.76448,45
62.5984,29.74371,3
62.59818,29.7433,3
62.61468,29.7477,8
62.61516,29.74861,8
62.6149,29.74852,8
62.6151,29.74841,8
62.61683,29.77679,43
62.61697,29.77687,43
62.61523,29.74866,8
62.61529,29.74921,8
62.59853,29.7434,3
62.59792,29.74292,3
62.61488,29.74811,8
62.61501,29.75491,1
62.61148,29.75891,1
62.61104,29.7596,26
62.61551,29.74974,8
62.61506,29.74901,8
62.61125,29.75826,1
62.61123,29.75939,26
62.61524,29.74853,8
62.61504,29.74924,8
62.60231,29.76366,45
62.60277,29.76466,45
62.61515,29.74883,8
62.61528,29.74866,8
62.61505,29.74896,8
62.59937,29.74542,1
62.59849,29.74305,3
62.59886,29.74322,3
62.60381,29.74572,1
62.59844,29.74365,3
62.5986,29.74391,3
62.60351,29.74957,1
62.6037,29.74957,1
62.6152,29.74855,8
62.61521,29.74858,8
62.6153,29.74868,8
62.61507,29.74848,8
62.59854,29.74527,3
62.59858,29.74596,1
62.59839,29.74357,3
62.59839,29.74357,3
62.58976,29.81614,9
62.03391,29.89774,4
61.88611,29.83833,4
62.5909,29.81319,9
62.61607,29.75099,8
62.61483,29.74853,8
62.60405,29.7503,1
62.60348,29.75005,1
62.61429,29.74601,8
62.61506,29.74853,8
62.61527,29.74802,8
62.59865,29.74312,3
62.5985,29.74312,3
62.61527,29.7487,8
62.61517,29.74887,8
62.60329,29.76519,45
62.60308,29.76555,20
62.603,29.76482,45
62.59831,29.74319,3
62.59837,29.74298,3
62.59843,29.74346,3
62.61613,29.74674,8
62.61526,29.74847,8
62.60018,29.75229,1
62.60003,29.75173,1
62.60195,29.75104,1
62.60345,29.75016,1
62.60459,29.74769,1
62.60732,29.74737,12
62.61525,29.74805,8
62.61538,29.74882,8
62.59847,29.74338,3
62.59872,29.74363,3
62.61429,29.74626,8
62.6153,29.74897,8
62.60315,29.76566,20
62.60207,29.76568,20
62.59877,29.74295,3
62.59865,29.74278,3
62.61496,29.74843,8
62.61494,29.74785,8
62.6011,29.76152,45
62.60156,29.76331,45
62.60156,29.76331,45
62.60148,29.7614,45
62.59795,29.75948,46
62.59835,29.75866,6
62.59802,29.75872,46
62.59883,29.7593,45
62.61516,29.74893,8
62.61516,29.74867,8
62.59834,29.74345,3
62.59858,29.74313,3
62.61503,29.74844,8
62.61421,29.75776,1
62.61172,29.75932,1
62.61099,29.76063,26
62.61099,29.76063,26
62.61102,29.75915,26
62.61499,29.7492,8
62.59857,29.74326,3
62.59838,29.74363,3
62.61514,29.74853,8
62.59812,29.74367,3
62.59905,29.74537,1
62.61477,29.74784,8
62.61501,29.74897,8
62.6116,29.75982,26
62.61111,29.75814,1
62.61517,29.74885,8
62.61517,29.74893,8
62.59797,29.74472,3
62.61523,29.74888,8
62.61524,29.74848,8
62.61529,29.74879,8
62.59848,29.74293,3
62.5986,29.74346,3
62.61534,29.74861,8
62.60262,29.76468,45
62.59838,29.74314,3
62.59857,29.74351,3
62.61505,29.7483,8
62.61485,29.74898,8
62.59811,29.74327,3
62.59852,29.7435,3
62.61535,29.7489,8
62.61494,29.74895,8
62.60091,29.75925,6
62.60079,29.76448,20
62.60085,29.77441,20
62.59996,29.77492,20
62.61535,29.74904,8
62.59876,29.74398,3
62.61498,29.74866,8
62.61537,29.74858,8
62.60237,29.76269,45
62.60275,29.76332,45
62.60267,29.7646,45
62.60236,29.76507,20
62.59838,29.74304,3
62.59864,29.74314,3
62.61513,29.74778,8
62.59022,29.81158,9
62.04954,29.89998,4
62.04442,29.89847,4
62.58861,29.80962,9
62.61517,29.74924,8
62.6049,29.76022,46
62.6043,29.76041,45
62.59884,29.75951,45
62.59875,29.75924,45
62.60448,29.75903,46
62.60439,29.75954,46
62.6026,29.76468,45
62.60257,29.76454,45
62.6151,29.74939,8
62.6151,29.74875,8
62.59837,29.74297,3
62.59865,29.74321,3
62.61509,29.74863,8
62.61503,29.7488,8
62.59963,29.76279,45
62.59947,29.76329,45
62.61517,29.74862,8
62.61544,29.74907,8
62.5984,29.74291,3
62.59873,29.7435,3
62.61494,29.74817,8
62.6154,29.74859,8
62.60266,29.76452,45
62.60251,29.76452,45
62.59853,29.74315,3
62.59878,29.74384,3
62.6151,29.74875,8
62.61557,29.74759,8
62.61508,29.74853,8
62.59824,29.74287,3
62.61513,29.74887,8
62.61511,29.74892,8
62.61144,29.7588,1
62.61106,29.75964,26
62.61543,29.74838,8
62.61574,29.7484,8
62.60952,29.76305,26
62.6094,29.76227,26
62.61554,29.74893,8
62.61517,29.74866,8
62.59816,29.74295,3
62.5985,29.74333,3
62.61505,29.74928,8
62.60264,29.76241,45
62.59848,29.74274,3
62.59864,29.7432,3
62.59864,29.74325,3
62.59868,29.74349,3
62.61475,29.74716,8
62.61515,29.74909,8
62.6028,29.76577,20
62.60275,29.76482,45
62.59867,29.74312,3
62.59859,29.74474,3
62.6152,29.74742,8
62.61521,29.74872,8
62.59853,29.74477,3
62.61521,29.74868,8
62.61134,29.76007,26
62.61107,29.75926,26
62.61508,29.74883,8
62.61531,29.74849,8
62.01357,29.88852,4
62.05445,29.90226,4
62.58473,29.79682,9
62.61529,29.74811,8
62.61503,29.74914,8
62.61499,29.74866,8
62.60369,29.75883,46
62.60383,29.75982,45
62.60229,29.76188,45
62.60274,29.76273,45
62.60305,29.76352,45
62.60251,29.76499,20
62.59841,29.74311,3
62.61525,29.74833,8
62.62665,29.69592,2
62.62678,29.69565,2
62.61515,29.74863,8
62.61517,29.74893,8
62.61726,29.77984,43
62.61677,29.78068,43
62.61518,29.74853,8
62.61506,29.74887,8
62.59837,29.74298,3
62.59864,29.74276,3
62.61561,29.74991,8
62.61511,29.74879,8
62.60284,29.76527,20
62.60267,29.76463,45
62.59864,29.74236,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.63622,29.76208,8
62.61753,29.74691,8
61.92792,27.80686,37
61.94113,27.80528,37
64.21213,27.72135,31
62.59809,29.74448,3
62.59614,29.7452,3
62.73251,29.96822,64
63.04356,30.12461,11
63.04374,30.12562,11
63.29954,30.06808,25
62.80747,30.14307,33
63.04375,30.12546,11
63.32371,30.03115,25
62.71217,29.84596,64
62.70339,29.83085,64
62.68554,29.8005,64
62.67187,29.79036,43
62.64419,29.7837,43
62.61969,29.77422,43
62.61433,29.76876,43
62.60918,29.76368,26
62.6042,29.7591,46
62.60115,29.75647,6
62.60041,29.76523,20
62.59764,29.77326,20
62.59284,29.76833,5
62.60116,29.7435,3
62.60115,29.74351,3
62.60128,29.74357,3
62.60122,29.74363,3
62.59684,29.74589,3
62.59589,29.75083,34
62.59806,29.75386,6
62.59942,29.75513,6
62.60127,29.75665,6
62.71747,29.90527,64
62.72236,29.93907,64
