lat,lon
62.6161,29.7645
62.6003,29.7484
62.6169,29.763
62.6011,29.7477
62.6474,29.7949
62.614,29.7644
62.6101,29.7589
62.5968,29.7457
62.6,29.7402
62.6158,29.8194
62.61,29.83
62.6166,29.8293
62.4738,29.0294
62.4754,29.0377
62.49,29.1338
62.4926,29.1454
62.5481,29.4121
62.5687,29.5067
62.6057,29.643
62.6147,29.7415
62.615,29.7435
62.5981,29.7445
62.6194,29.6941
62.6033,29.7449
62.598,29.7442
62.6227,29.7004
62.6189,29.8151
62.6023,29.7495
62.594,29.7754
62.6047,29.7988
62.6046,29.7994
62.595,29.759
62.5981,29.7445
62.6108,29.7598
62.6097,29.7636
62.6145,29.7687
62.6154,29.769
62.6189,29.7676
62.6193,29.7682
62.6194,29.7687
62.619,29.7706
62.6187,29.7712
62.6169,29.7756
62.6075,29.776
62.6076,29.7731
62.6031,29.7609
62.6025,29.7606
62.5992,29.7573
62.5993,29.7587
62.5988,29.7592
62.5997,29.7625
62.5996,29.7628
62.599,29.7659
62.5995,29.7651
62.6011,29.766
62.6011,29.7664
62.601,29.7659
62.6011,29.7646
62.6015,29.764
62.6021,29.7646
62.6024,29.7649
62.6031,29.7652
62.6032,29.7656
62.604,29.7638
62.6036,29.7634
62.6035,29.7643
62.6028,29.7627
62.603,29.7622
62.6031,29.7614
62.6028,29.7622
62.6022,29.7625
62.6015,29.7616
62.6013,29.7616
62.601,29.7611
62.6007,29.7606
62.6008,29.7597
62.5999,29.7528
62.5961,29.7486
62.5961,29.7484
62.5987,29.7456
62.5982,29.7436
63.0918,29.8107
62.6029,29.7619
62.604,29.7452
62.6039,29.7445
62.6182,29.7087
62.6142,29.8283
62.6146,29.8282
63.097,29.8025
62.9282,29.7818
62.859,29.8549
62.6181,29.7724
62.6186,29.77
62.614,29.8277
62.603,29.7615
62.6028,29.7616
62.5981,29.7443
62.6041,29.745
62.6183,29.7071
62.6011,29.7638
62.601,29.7616
62.5806,29.7647
62.6,29.7432
62.6,29.7434
60.453,22.2868
62.6067,29.742
62.5979,29.7436
62.6011,29.743
62.615,29.7419
60.3178,24.9658
60.3177,24.9657
62.6005,29.7426
62.6006,29.7417
62.6009,29.7404
62.601,29.7401
62.6041,29.7332
62.6042,29.7295
62.6043,29.7285
62.6061,29.7296
62.606,29.7307
62.606,29.7318
62.6059,29.7328
62.6058,29.733
62.6061,29.7334
62.6058,29.7335
62.6058,29.7337
62.6019,29.7456
62.6015,29.7472
62.5979,29.7453
62.5985,29.7439
62.5981,29.7432
62.6154,29.7417
62.616,29.7782
62.5991,29.7666
62.5998,29.7658
62.5997,29.7657
62.5997,29.7655
62.5998,29.7654
62.6,29.7655
62.5998,29.7656
62.6161,29.774
62.598,29.7437
62.5998,29.7449
62.5991,29.7443
62.5981,29.7437
62.7625,29.828
62.7626,29.8281
62.7625,29.8277
62.7624,29.828
62.7636,29.8272
62.7628,29.8272
62.7631,29.8268
62.7633,29.8268
62.7683,29.8267
62.7683,29.8265
62.7682,29.8273
62.768,29.8286
62.7678,29.8279
62.7677,29.8273
62.7678,29.8275
62.7674,29.8268
62.7757,29.8468
62.6151,29.7436
62.7671,29.8264
62.7641,29.8232
62.6029,29.7619
62.6029,29.7616
62.5995,29.7441
62.6028,29.7438
62.6257,29.6322
62.598,29.7448
62.6161,29.7618
62.613,29.7611
62.6129,29.7501
62.603,29.7417
62.6029,29.742
62.6041,29.7644
62.6096,29.8261
62.6153,29.742
62.6151,29.7443
60.455,22.2559
60.4773,22.2992
60.4803,22.3052
60.4803,22.3038
60.4881,22.3114
62.5978,29.7471
62.6058,29.7373
62.6046,29.7407
61.8922,29.8248
60.3929,25.6553
60.3104,24.9686
62.6148,29.7426
62.6152,29.7429
62.598,29.7441
62.5977,29.7442
62.6005,29.7611
62.6008,29.7621
62.6009,29.7616
62.6009,29.7614
62.6008,29.7616
62.6007,29.7622
62.6006,29.7617
62.6003,29.762
62.6009,29.7611
62.6145,29.7354
62.6172,29.7292
62.6137,29.7368
62.6134,29.7399
62.6008,29.7598
62.6013,29.7602
62.598,29.7434
62.6146,29.743
62.5995,29.7657
62.5986,29.7439
62.5984,29.7436
62.5986,29.7437
62.599,29.7654
62.597,29.7709
62.597,29.7707
62.5972,29.771
62.591,29.7364
62.6278,29.6077
62.6387,29.6962
62.6386,29.6966
62.6387,29.6964
62.6386,29.6959
62.5912,29.7362
62.5916,29.7363
62.615,29.5029
62.5492,29.7381
62.5759,29.7109
62.5978,29.7598
62.6003,29.7622
62.6153,29.7432
62.6306,30.1273
62.6308,30.1266
62.6315,30.1278
62.6616,30.1145
62.7429,30.1544
62.7878,30.1591
62.7883,30.1589
62.7885,30.1588
62.7993,30.1552
62.8032,30.1533
62.8032,30.1531
62.8025,30.1199
62.802,30.1186
62.7721,30.051
62.7314,29.9649
62.7173,29.9032
62.7155,29.8745
62.7152,29.8694
62.615,29.7428
62.5999,29.7639
62.6143,29.7409
62.6149,29.7431
62.615,29.7431
62.6147,29.7425
62.6324,29.8387
62.6325,29.8388
62.6328,29.8389
62.6381,29.8274
62.613,29.5573
62.6096,29.56
62.6082,29.5653
62.608,29.566
62.6051,29.5714
62.5812,29.5869
62.5678,29.5678
62.567,29.566
62.5664,29.5641
62.5657,29.5623
62.5642,29.5585
62.562,29.5567
62.5285,29.5365
62.5269,29.5365
62.5254,29.5366
62.5252,29.5366
62.5238,29.5369
62.5152,29.5428
62.5096,29.5496
62.5091,29.5502
62.5088,29.5506
62.4852,29.5338
62.4666,29.5515
62.3984,29.5741
62.3933,29.5701
62.3925,29.5692
62.3922,29.5689
62.3918,29.5684
62.3913,29.5678
62.3909,29.5674
62.3907,29.567
62.3904,29.5666
62.3559,29.5342
62.3148,29.5139
62.3145,29.5142
62.3144,29.5143
62.3049,29.5689
62.3061,29.5756
62.3316,29.6321
62.3317,29.6314
62.3318,29.6312
62.3317,29.631
62.3331,29.6292
62.3332,29.6291
62.3325,29.6299
62.3325,29.6305
62.3322,29.6304
62.3316,29.6314
62.3315,29.6315
62.3648,29.8357
62.4279,29.9297
62.4341,29.9056
62.435,29.9038
62.4371,29.8939
62.4401,29.8903
62.4413,29.891
62.4423,29.8913
62.4585,29.9034
62.4586,29.9041
62.4814,29.8738
62.4886,29.8629
62.6148,29.7431
62.6002,29.763
62.6148,29.7433
62.6203,29.7661
62.4506,29.9604
62.45,29.9615
62.4499,29.9614
62.4472,30.0148
62.502,29.9926
62.5132,29.9728
62.5202,29.9682
62.5214,29.965
62.5214,29.964
62.5221,29.9607
62.5223,29.9598
62.5233,29.9477
62.523,29.9393
62.5223,29.9352
62.5673,29.862
62.6016,29.7521
62.6016,29.7525
62.6153,29.7439
62.6155,29.7441
62.6153,29.7442
62.6148,29.745
62.6149,29.7436
62.615,29.7433
62.6141,29.7393
62.6037,29.7502
62.6014,29.7616
62.601,29.7637
62.6002,29.7682
62.5998,29.7731
62.705,29.8802
62.7049,29.8801
62.705,29.88
62.6477,29.6979
62.7756,29.551
62.7778,29.55
62.778,29.5502
62.7766,29.5492
62.7764,29.549
62.851,29.3689
62.8514,29.3681
62.8518,29.367
62.8524,29.3667
62.6155,29.7428
62.6154,29.7444
62.6162,29.7751
62.7202,29.5347
62.6671,29.3551
62.6663,29.3542
62.6656,29.354
62.6136,29.7417
62.5989,29.7437
62.6288,29.4121
62.6286,29.4131
62.6502,29.9061
62.6578,29.8991
62.6589,29.8987
62.6736,29.8957
62.6738,29.8955
62.6774,29.8956
62.6787,29.8963
62.6807,29.8964
62.6889,29.8902
62.6894,29.8897
62.6897,29.8894
62.6905,29.8886
62.6907,29.8883
62.6909,29.8881
62.7039,29.8735
62.7043,29.8736
62.705,29.8745
62.7052,29.8749
62.7054,29.8755
62.7049,29.8805
62.7042,29.8844
62.6149,29.7427
62.615,29.7426
62.6151,29.7425
62.6152,29.7424
62.6147,29.7406
62.6134,29.7411
62.612,29.7433
62.6108,29.7446
62.6058,29.75
62.6046,29.7526
62.603,29.7508
62.548,29.8122
62.5477,29.8137
62.6155,29.7405
62.6168,29.7705
62.6013,29.7428
62.6015,29.7428
62.6037,29.7439
62.6032,29.7555
62.6018,29.762
62.6019,29.762
62.6148,29.7429
62.6156,29.7413
62.612,29.7342
62.6129,29.7361
62.6131,29.7367
62.6135,29.7374
62.6063,29.7292
62.6072,29.7299
62.6074,29.7304
62.6076,29.7307
62.608,29.7316
62.6081,29.7318
62.6037,29.7371
62.6036,29.7369
62.6036,29.7362
62.6046,29.7242
62.5997,29.7442
62.5978,29.7433
62.5977,29.7435
62.6038,29.763
62.606,29.7605
62.6049,29.7627
62.5595,30.5572
62.6135,30.8186
62.6454,30.9286
62.7033,30.9999
62.7536,30.9964
62.7694,30.98
62.7701,30.972
62.7704,30.9721
62.8047,30.9332
62.617,29.8322
62.6101,29.832
62.6095,29.8315
62.5829,29.704
62.5183,29.6992
62.518,29.6993
62.5921,29.7227
62.5917,29.725
62.5928,29.7277
62.5933,29.7286
62.6143,29.7432
62.6147,29.7438
62.6159,29.7461
62.5977,29.7486
62.5982,29.744
62.6235,29.7145
62.6027,29.7463
62.6018,29.7478
62.615,29.7624
62.6149,29.7655
62.6077,29.7767
62.6077,29.777
62.5996,29.7594
62.598,29.7442
62.6177,29.7509
62.5983,29.7439
62.6051,29.75
62.6059,29.7487
62.6057,29.7488
62.6057,29.7494
61.1694,28.7711
61.168,28.7695
61.1669,28.7676
61.167,28.7679
61.1684,28.7699
61.1692,28.769
61.0644,28.0947
61.0648,28.0911
61.065,28.0914
62.6113,29.7881
62.6125,29.7919
62.6124,29.7921
62.6124,29.7918
62.6551,29.7004
62.6817,29.6578
62.7431,29.5994
62.7753,29.5477
62.7734,29.5352
62.7706,29.4809
62.7669,29.4832
62.7598,29.4836
62.756,29.4839
62.7347,29.4629
62.7275,29.4743
62.7258,29.5096
62.7174,29.5378
62.6749,29.5803
62.6009,29.7627
62.6011,29.7616
62.5993,29.7355
62.5997,29.7364
62.5982,29.7437
62.5981,29.7439
62.5981,29.7445
62.5807,29.7646
62.5807,29.7642
62.5805,29.7649
62.6336,29.6784
62.6335,29.6215
62.5571,29.4529
62.5493,29.4417
62.5399,29.4152
62.5367,29.4042
62.5301,29.3876
62.5292,29.386
62.5317,29.3852
62.5334,29.377
62.5419,29.3675
62.5452,29.3676
62.5593,29.3669
62.5763,29.368
62.5806,29.37
62.5872,29.3677
62.6133,29.3642
62.6278,29.416
62.6237,29.4393
62.6202,29.4887
62.6352,29.6468
62.6025,29.748
62.5614,29.8148
62.5038,29.9128
62.4445,30.0586
62.4409,30.1022
62.4498,30.1664
62.4764,30.2294
62.4785,30.232
62.4846,30.2395
62.4931,30.2344
62.5277,30.2028
62.5417,30.1915
62.56,30.1686
62.561,30.164
62.5887,30.1276
62.5991,30.0769
62.5765,29.81
62.5833,29.8046
62.5992,29.7629
62.598,29.7645
62.5995,29.7621
62.5989,29.7629
62.599,29.7627
62.5995,29.763
62.5996,29.7631
62.5991,29.7633
62.6111,29.7662
62.6114,29.7655
62.6119,29.7672
62.8899,27.7095
62.8918,27.6966
62.8915,27.6963
62.8918,27.6968
62.8888,27.7029
62.8868,27.6482
62.8819,27.5878
62.828,27.5384
62.8812,27.5964
62.881,27.5965
62.8918,27.6773
62.9092,27.6568
62.9088,27.6565
62.8943,27.6585
62.9017,27.6549
62.9092,27.6528
62.9091,27.6518
62.9085,27.6486
62.9084,27.6481
62.9077,27.6489
62.9079,27.6493
62.8926,27.6778
62.5779,29.8085
62.5778,29.8088
62.5773,29.8097
62.5771,29.8099
62.5769,29.8099
62.5774,29.8124
62.5775,29.8148
62.578,29.8304
62.578,29.8306
62.5778,29.8294
62.5778,29.8287
62.5777,29.828
62.577,29.823
62.6007,29.7613
62.597,29.7664
62.5985,29.7447
62.5988,29.7451
62.6027,29.7485
62.5775,29.8079
62.6018,29.7599
62.6018,29.7602
62.6014,29.7596
62.6012,29.7593
62.6008,29.7631
62.6155,29.7466
62.6147,29.7149
62.6146,29.715
62.6208,29.6801
62.6042,29.7453
62.599,29.7615
62.6136,29.7857
62.6117,29.794
62.605,29.9255
62.6277,29.8362
62.6261,29.8295
62.5992,29.7456
65.0116,25.459
65.0118,25.4586
65.0084,25.4541
65.0063,25.4636
65.0071,25.4629
62.6312,29.8826
62.6258,29.8677
62.6342,29.8629
62.5987,29.7442
62.6016,29.7601
62.5798,30.3752
62.7705,30.9718
62.5759,30.4259
62.615,29.7421
62.6139,29.7441
62.606,29.7641
62.5978,29.7442
62.5983,29.7431
62.5983,29.7447
62.6002,29.7644
63.1645,29.8078
62.615,29.7416
62.6142,29.7395
62.6135,29.7402
62.6128,29.7414
62.6105,29.7439
62.6029,29.7613
62.603,29.7614
62.5982,29.7444
62.5979,29.7444
62.4297,29.9653
62.6157,29.7453
62.6153,29.745
62.615,29.7443
62.612,29.7717
62.6121,29.7732
62.599,29.7367
62.6155,29.7452
62.6004,29.756
62.5986,29.745
62.5982,29.7449
62.5981,29.745
62.5977,29.7444
62.6168,29.8376
62.5983,29.7433
62.6141,29.7434
62.6154,29.7419
62.6148,29.7422
62.6144,29.7404
62.614,29.7392
62.6067,29.7491
62.6053,29.751
62.6043,29.7554
62.6062,29.7594
62.6167,29.7056
62.6151,29.7431
62.6154,29.7437
62.6153,29.7439
62.6152,29.7437
62.6151,29.7435
62.615,29.7443
62.6044,29.7398
60.3188,24.9668
60.3179,24.9641
60.3182,24.965
60.3184,24.9646
62.615,29.7437
62.6149,29.7431
62.6152,29.7805
62.6151,29.7438
62.5991,29.7454
62.598,29.7449
62.615,29.742
62.5979,29.7443
62.615,29.7433
62.7427,29.8598
62.61,29.7929
62.6145,29.8297
62.6144,29.828
62.6032,29.7561
60.4775,22.3033
60.4777,22.3026
60.4776,22.3036
60.4787,22.3039
60.4789,22.3033
60.4786,22.304
60.4787,22.3033
60.479,22.3155
62.5989,29.7432
60.4782,22.3081
60.4591,22.2939
62.6152,29.7431
62.6038,29.7585
62.5999,29.7764
62.599,29.7406
62.6149,29.7426
62.6067,29.7161
62.6067,29.7157
62.5953,29.7694
62.6091,29.7632
62.6152,29.7432
62.6154,29.7431
62.6148,29.7425
62.6028,29.7561
62.6148,29.743
62.6163,29.7597
62.5978,29.7445
62.6147,29.7432
62.6159,29.7514
62.6034,29.7562
62.6008,29.762
62.6148,29.7426
62.6159,29.753
62.6159,29.7526
62.6139,29.7391
62.6147,29.7425
62.6151,29.7427
62.5984,29.7441
62.6034,29.7445
62.6038,29.7453
62.5985,29.745
62.6146,29.743
62.6149,29.7446
62.6169,29.7767
62.6185,29.7696
62.6148,29.7427
62.5981,29.744
62.6026,29.7484
62.6149,29.7435
62.62,29.8278
62.6188,29.8279
62.5989,29.7453
62.6031,29.7442
62.5985,29.7448
62.612,29.734
62.6111,29.7314
62.6043,29.7368
62.6121,29.7342
62.77,30.9724
62.7701,30.972
62.7701,30.9718
62.7699,30.9737
62.7716,30.9801
62.6135,29.7377
62.5941,29.7372
62.5183,29.699
62.5184,29.6992
62.5945,29.7394
62.6279,29.7052
62.6143,29.7398
62.6139,29.7393
62.6145,29.747
62.6144,29.7461
62.6039,29.7454
62.5986,29.7431
62.6144,29.7466
62.6141,29.7465
62.598,29.7445
62.6151,29.7425
62.598,29.7442
62.6064,29.768
62.6103,29.7574
62.6096,29.7579
62.6056,29.7686
62.6149,29.7429
62.7213,29.8134
62.6014,29.7622
62.5779,29.8085
62.5777,29.8084
62.5983,29.7449
62.5983,29.7444
62.5767,29.8089
62.5978,29.7583
62.5942,29.7311
62.5778,29.8083
62.5777,29.809
62.8932,27.6322
62.8918,27.6972
62.8916,27.6976
62.8718,27.5792
62.8907,27.5751
62.7008,28.9458
62.6998,29.0037
62.5774,29.8224
62.578,29.8306
62.578,29.8085
62.5983,29.7437
62.5982,29.7433
62.5979,29.745
62.5774,29.8084
62.5911,29.7415
62.5936,29.7564
62.6163,29.6857
65.0066,25.4618
65.0069,25.463
65.0171,25.4654
65.017,25.4655
65.0068,25.4631
62.6155,29.8283
62.6614,29.8465
62.615,29.8281
62.6149,29.8269
62.6249,29.8444
62.6154,29.8286
62.6343,29.8631
62.6148,29.7436
62.6176,29.8261
62.6388,29.8441
62.6131,29.8308
62.6039,29.7383
62.5984,29.7444
62.6148,29.828
62.6143,29.8279
62.7704,30.9714
62.7702,30.9721
62.7708,30.9682
62.77,30.9725
62.6149,29.8277
62.6149,29.7433
62.5981,29.7443
62.6034,29.7458
62.6035,29.7462
62.5983,29.7447
62.6158,29.7499
62.5977,29.7453
62.5977,29.7439
62.5989,29.7598
62.5977,29.7442
62.6035,29.7453
62.5978,29.7437
62.5985,29.7441
62.5986,29.7441
62.6184,29.7693
62.6184,29.7073
62.6033,29.7389
62.6184,29.707
62.5971,29.7426
62.5979,29.744
62.6025,29.7628
62.6026,29.7637
62.5982,29.743
62.5985,29.7436
62.5979,29.7434
62.6019,29.7663
62.6004,29.7659
62.6022,29.7621
62.6181,29.7076
62.611,29.7592
62.6183,29.7075
62.6034,29.7612
62.6034,29.7621
62.6034,29.746
62.6037,29.7454
62.5966,29.7716
62.5967,29.7708
62.5979,29.7447
62.6026,29.7627
62.6142,29.8274
62.6154,29.8269
62.6144,29.8276
62.5982,29.7446
62.6147,29.8273
62.6156,29.8268
62.6147,29.8279
62.6144,29.8273
62.6147,29.7464
62.6117,29.7717
62.612,29.7722
62.5986,29.7437
62.6054,29.7492
62.614,29.8278
62.6029,29.7631
61.449,23.8548
61.4483,23.8548
61.4488,23.8548
61.4484,23.8547
61.4499,23.8547
61.4482,23.8549
62.6028,29.7592
62.6026,29.7616
62.615,29.7414
61.4497,23.8547
61.4493,23.8548
62.6018,29.7599
62.6152,29.7429
62.6148,29.7531
62.615,29.7525
62.6141,29.827
62.5985,29.7434
62.6119,29.7721
62.6118,29.7716
62.5997,29.7356
61.4508,23.8545
61.4494,23.8547
61.4487,23.8547
61.4492,23.8548
61.4544,23.8512
62.6123,29.754
62.6142,29.7529
62.6033,29.7607
62.5988,29.7436
62.6149,29.7438
62.6163,29.7777
62.6164,29.7774
62.617,29.7777
62.6184,29.7698
62.6147,29.77
61.482,23.8296
61.4485,23.8547
61.4588,23.8472
61.5012,23.8073
61.4837,23.8281
61.4523,23.8536
61.4518,23.8539
61.4511,23.8543
61.4517,23.854
61.4496,23.8547
61.4514,23.8542
61.4507,23.8545
61.4513,23.8543
61.4529,23.853
61.4601,23.8463
61.4504,23.8546
61.4654,23.8432
61.4503,23.8546
61.4498,23.8547
61.4491,23.8548
61.4744,23.8389
61.45,23.8546
61.4526,23.8532
61.4539,23.8519
61.457,23.8484
61.4568,23.8485
61.4542,23.8515
61.4524,23.8535
61.4506,23.8545
61.4545,23.851
62.6011,29.7639
62.6008,29.7661
62.6152,29.7434
62.6171,29.779
62.6137,29.7696
62.6035,29.7466
62.6175,29.7782
62.6176,29.777
62.6174,29.7781
62.6186,29.7809
62.6188,29.7804
62.6175,29.7777
62.6028,29.7629
62.6028,29.7626
62.5981,29.7452
62.5982,29.7438
62.6193,29.8691
62.6096,29.763
62.6094,29.7625
62.6146,29.7457
62.6147,29.7435
62.6025,29.7623
62.6034,29.7453
62.6145,29.7397
62.6147,29.7442
62.5987,29.7434
62.6037,29.7461
62.5979,29.7431
62.5986,29.7428
62.6148,29.744
62.6145,29.7439
62.6151,29.7441
62.606,29.753
62.603,29.7628
62.6022,29.7617
62.5984,29.7423
62.5984,29.7435
62.5981,29.7427
62.5984,29.7432
62.5985,29.7426
62.5983,29.7427
62.5994,29.7456
62.598,29.7437
62.6175,29.7757
62.6168,29.777
62.6185,29.7716
62.615,29.744
62.6174,29.777
62.6169,29.7772
62.5988,29.7592
62.5988,29.7594
62.6018,29.762
62.6015,29.7617
62.6009,29.7416
62.6094,29.7458
62.6147,29.7427
62.5976,29.7439
62.5981,29.7434
62.6034,29.7469
62.6025,29.7482
62.5997,29.746
62.6143,29.7445
62.6148,29.7438
62.615,29.7447
62.6148,29.7455
62.5993,29.7431
62.5997,29.7415
62.6109,29.7596
62.611,29.7597
62.6325,29.6156
62.617,29.5583
62.8983,27.6808
62.8922,27.6733
62.8927,27.6685
62.896,27.6669
62.894,27.6714
62.8791,27.682
62.6144,29.743
62.6145,29.7421
62.5984,29.7427
62.5977,29.7433
62.5987,29.744
62.6012,29.7438
62.6014,29.743
62.6038,29.7466
62.5999,29.7468
62.6254,26.8267
62.6141,29.7421
62.5986,29.7448
62.5985,29.7447
65.9435,26.4689
67.919,25.0621
67.9269,25.0529
61.452,23.8538
60.2595,24.9613
60.2095,24.9452
60.1877,24.9624
60.1716,24.9471
62.5978,29.7434
62.6251,29.7098
62.3138,27.8979
62.2247,27.8876
60.8262,25.5279
60.6629,25.3317
60.4632,25.13
60.2817,25.0925
60.2085,24.6601
60.3719,23.6353
60.3717,23.4339
60.4169,23.1762
60.4336,22.9359
62.612,29.7425
62.6149,29.742
62.6024,29.7625
62.6004,29.7637
62.5995,29.7616
62.6001,29.7604
62.5976,29.7447
62.613,29.7412
62.6101,29.7448
62.6022,29.7482
62.6009,29.7531
62.6009,29.7477
62.603,29.7673
62.5991,29.7645
62.6004,29.7631
62.5974,29.7734
62.5982,29.746
62.6117,29.7328
62.615,29.746
62.6184,29.7314
62.6185,29.7534
62.6182,29.7695
62.6186,29.7701
62.6193,29.7696
62.6161,29.7541
62.6073,29.7481
62.5958,29.7563
62.5993,29.7598
62.6032,29.7506
62.5991,29.7451
62.5977,29.7445
62.6132,29.7408
62.6138,29.7544
62.6076,29.7749
62.6077,29.7756
62.612,29.7643
62.617,29.7278
62.6181,29.7082
62.6185,29.7078
62.6159,29.7325
62.6155,29.7436
62.5981,29.7445
62.5991,29.7422
62.6033,29.7448
62.6036,29.7451
62.5995,29.7426
62.598,29.7443
62.6151,29.7434
62.6032,29.7447
62.602,29.7438
62.617,29.7804
62.616,29.7783
62.6149,29.744
62.5979,29.7443
62.6152,29.7436
62.6154,29.7433
62.6001,29.7538
62.5999,29.7529
62.6006,29.742
62.6053,29.7362
62.6054,29.7361
62.6103,29.7305
62.6104,29.7304
62.6147,29.724
62.6165,29.717
62.6164,29.7169
62.6137,29.7213
62.6135,29.7213
62.6111,29.7188
62.6072,29.7157
62.6071,29.7158
62.6035,29.7212
62.5987,29.719
62.5986,29.7191
62.5995,29.7266
62.5954,29.7311
62.5952,29.7393
62.5952,29.7396
62.5912,29.7383
62.5922,29.7495
62.5923,29.7498
62.5952,29.7596
62.5953,29.7599
62.5995,29.7668
62.5997,29.7668
62.6047,29.77
62.6078,29.7614
62.6046,29.7553
62.6005,29.7541
62.62,29.7
63.0887,21.7238
63.0887,21.7236
62.6013,29.7438
62.6009,29.7437
62.5981,29.7441
62.5982,29.7381
60.2885,25.0328
60.2885,25.0323
60.2884,25.0326
62.5982,29.7435
62.5981,29.7433
62.6879,29.6703
62.898,27.6793
62.6148,29.7428
62.5982,29.7432
62.5984,29.7435
62.6074,29.7343
62.605,29.7366
62.6093,29.7531
62.6005,29.7432
62.617,29.7167
62.6121,29.7129
62.6122,29.7131
62.6249,29.7057
62.6169,29.7268
62.6058,29.7363
62.6013,29.7536
62.6022,29.7588
62.6005,29.765
62.6022,29.7596
62.6023,29.7581
62.5997,29.7556
62.6002,29.7521
62.6012,29.7461
62.6011,29.7464
62.5993,29.7485
62.5993,29.7476
62.5993,29.7466
62.6597,29.6566
62.6276,29.7709
62.6022,29.7573
62.5983,29.7425
62.5985,29.7427
62.6144,29.8281
62.6149,29.8286
62.6144,29.8284
62.6146,29.8282
62.6015,29.7427
62.6148,29.743
62.6158,29.7434
62.6154,29.7431
61.4484,23.8547
61.4482,23.8549
62.6023,29.7438
62.602,29.7437
61.4982,23.8149
61.4837,23.8281
62.6016,29.7471
62.6013,29.7434
62.6144,29.8283
62.6146,29.828
62.6147,29.8294
62.6018,29.7449
62.6019,29.7443
62.6136,29.8299
62.6007,29.7447
62.601,29.7444
62.6007,29.7448
62.6015,29.7443
62.6001,29.7453
62.6013,29.7444
62.5981,29.7493
62.602,29.7439
62.6001,29.7459
62.6015,29.7443
62.5995,29.7491
62.6014,29.7569
62.6013,29.7503
62.6014,29.7506
62.6018,29.7441
62.5994,29.7457
62.5976,29.7428
62.6015,29.7536
62.6013,29.7529
62.6013,29.7518
62.6019,29.744
62.6132,29.7431
62.5901,29.7401
62.615,29.828
62.6142,29.8282
62.6056,29.748
62.6024,29.7443
62.6051,29.7501
62.6023,29.744
62.6022,29.7462
62.5999,29.7504
62.602,29.7567
62.6026,29.7451
62.6021,29.744
62.6014,29.7508
62.6013,29.7507
62.6004,29.7444
